symbol,date,state,state_key,pulse,slope5,weekly,close,ret_5d,ret_10d,ret_20d,ret_60d
ORCL,2023-11-06,趋势启动,trend_start,39.117,139.117,过渡,105.7106,0.046191960984146574,0.07157905615890536,0.049674642950219505,0.06533483942818918
ORCL,2023-11-07,二次启动,second_start,37.838,136.94,过渡,105.5943,0.06523547627752246,0.06505210086947977,0.02789264229657107,0.07203423874640014
ORCL,2023-12-04,趋势退潮,trend_fade,75.494,-22.749,多头,112.1728,-0.005614201950347564,-0.09310764618747569,-0.11504577420507356,-0.013466290200998987
ORCL,2024-01-18,趋势启动,trend_start,5.403,78.314,过渡,105.7214,0.05795785430465683,0.0628336145726085,0.037534564358642664,0.10641106475147333
ORCL,2024-01-19,二次启动,second_start,46.789,107.768,过渡,106.6649,0.04531772123125055,0.055803976001907785,0.014953960359001428,0.10339438906761833
ORCL,2024-02-14,趋势退潮,trend_fade,72.637,-27.363,多头,111.1291,-0.02844400780864098,-0.02258018119699312,0.09863458629272515,0.0243872767347606
ORCL,2024-03-01,趋势启动,trend_start,20.54,44.891,多头,110.6622,-0.01195279716495079,0.10335744456184681,0.10283016799632572,0.09766005856575544
ORCL,2024-03-04,二次启动,second_start,65.13,97.826,多头,110.9346,0.0006136687826765463,0.12046298259534094,0.0901278828523282,0.08836871734834006
ORCL,2024-03-20,二次启动,second_start,99.135,6.562,多头,125.6986,-0.030718024886663975,-0.039074700354846614,-0.09954853765007599,0.07223585756147699
ORCL,2024-03-28,趋势退潮,trend_fade,76.739,-23.261,多头,122.1681,-0.005652347116687828,-0.03271373175625503,-0.06386234227244336,0.11152884592386214
ORCL,2024-05-06,趋势启动,trend_start,20.578,65.163,多头,115.4687,-0.016646889843148105,0.05222224476054027,0.014618903727251276,0.16527171730112733
ORCL,2024-05-15,二次启动,second_start,54.324,81.939,多头,118.6789,0.024418401178439852,-0.03732626221418278,0.14979863690498307,0.09310466882350554
ORCL,2024-06-07,二次启动,second_start,90.511,118.095,多头,122.8648,0.09696638218077869,0.11094353513364075,0.11721732637909588,0.1209291673978452
ORCL,2024-06-24,趋势退潮,trend_fade,92.678,-6.257,多头,136.4959,0.02287523612710629,0.005647263832090577,0.025906405016928202,0.17945917194927352
ORCL,2024-07-09,趋势退潮,trend_fade,79.396,-20.604,多头,137.2667,0.016581200058559897,0.02014537493756885,-0.0860676589619439,0.1955041573888403
ORCL,2024-08-15,趋势启动,trend_start,16.056,65.015,多头,133.9849,0.008398403067771731,0.01818460110176301,0.18330521148555778,0.38520079409295427
ORCL,2024-08-21,二次启动,second_start,66.855,72.934,多头,137.1846,-0.01654774523860103,0.01718964287978575,0.19536356588543713,0.3371653284066678
ORCL,2024-09-05,二次启动,second_start,75.743,14.363,多头,139.5428,0.13161763371187596,0.17516293471217392,0.17004422271487352,0.2990366179650379
ORCL,2024-10-01,趋势退潮,trend_fade,83.09,-16.91,多头,163.5648,0.043132065473936,0.04379898837432772,0.03984166994732896,0.029349085488153293
ORCL,2024-11-07,二次启动,second_start,100.0,65.341,多头,182.7716,0.003648652405498387,0.03251603486055954,0.028545378695039147,-0.07295359597719875
ORCL,2024-11-26,趋势退潮,trend_fade,81.574,-18.426,多头,186.6944,-0.011451301625318377,-0.061932033330382885,-0.09817728402217762,-0.09180052018752771
ORCL,2025-01-21,趋势启动,trend_start,45.191,135.953,过渡,169.6541,-0.04966097786309742,-0.027119522436944488,0.05186290388730508,-0.2453721958316485
ORCL,2025-01-22,二次启动,second_start,65.286,155.941,多头,181.1072,-0.12050805115594432,-0.06817930783118875,-0.04462062267709754,-0.29930497333356587
ORCL,2025-02-06,趋势启动,trend_start,1.282,8.38,多头,169.4378,0.008761221129810037,-0.026341839187325577,-0.09973898338603682,-0.13068607637023366
ORCL,2025-02-11,二次启动,second_start,44.239,90.033,多头,174.196,0.02443696222915892,-0.026638062639211202,-0.14842825593450937,-0.14871083910558658
ORCL,2025-05-01,趋势启动,trend_start,32.949,72.94,过渡,143.5454,0.03306069672430012,0.09560777405517396,0.137741227804427,0.7218444342822252
ORCL,2025-05-02,二次启动,second_start,34.953,73.53,过渡,148.7154,-0.00258726186001923,0.06475162501612175,0.10508863393168899,0.666108295829015
ORCL,2025-05-29,趋势退潮,trend_fade,75.539,-6.761,过渡,160.7227,0.050583283743740326,0.22688776852907067,0.2906078006866719,0.4481904893552948
ORCL,2025-06-02,二次启动,second_start,96.635,15.825,多头,164.3437,0.06351679464518911,0.26733508337227474,0.3145225347147331,0.4186892497391237
